51,2701,2.42886,-1.17386,3.9933,-0.231436,1.9791,-0.288408,0,11,FALSE
51.5,2701,4.42551,-1.28958,3.98714,-0.32048,1.97131,-0.337529,0,11,FALSE
52,2701,6.41908,-1.44982,3.97894,-0.409937,1.96302,-0.382847,0,11,FALSE
52.5,2701,8.40855,-1.65478,3.96887,-0.498095,1.95451,-0.424136,0,11,FALSE
53,2701,10.393,-1.90383,3.95721,-0.583536,1.94608,-0.461292,0,11,FALSE
53.5,2701,12.3716,-2.1956,3.94431,-0.665125,1.93795,-0.494322,0,11,FALSE
54,2701,14.3437,-2.52816,3.93058,-0.741994,1.93032,-0.523319,0,11,FALSE
54.5,2701,16.309,-2.89916,3.9164,-0.813515,1.92333,-0.548447,0,11,FALSE
55,2701,18.2672,-3.30592,3.90216,-0.879278,1.91708,-0.56992,0,11,FALSE
55.5,2701,20.2183,-3.74556,3.88821,-0.939061,1.91161,-0.587989,0,11,FALSE
56,2701,22.1624,-4.21509,3.87483,-0.992801,1.90695,-0.602929,0,11,FALSE
56.5,2701,24.0998,-4.71149,3.84891,-1.08899,1.86064,-0.733489,0,11,FALSE
57,2701,26.0243,-5.25598,3.80146,-1.24454,1.77427,-0.923029,0,11,FALSE
57.5,2701,27.925,-5.87825,3.71111,-1.49254,1.59295,-1.20934,0,11,FALSE
58,2701,29.7806,-6.62452,3.52335,-1.89368,1.16133,-1.62828,0,11,FALSE
58.5,2701,31.5422,-7.57136,3.12447,-2.49754,0.182907,-1.99162,0,11,FALSE
59,2701,33.1045,-8.82013,2.45836,-3.15538,-1.01432,-1.7237,0,11,FALSE
59.5,2701,34.3337,-10.3978,1.60925,-3.66201,-1.64123,-1.14296,0,11,FALSE
60,2701,35.1383,-12.2288,0.651121,-3.94665,-1.915,-0.576851,0,11,FALSE
60.5,2701,35.4639,-14.2022,-0.317045,-3.98742,-1.96107,-0.392682,0,11,FALSE
61,2701,35.3053,-16.1959,-1.22171,-3.80886,-1.98951,-0.204598,0,11,FALSE
61.5,2701,34.6945,-18.1003,-2.0097,-3.45849,-1.9998,-0.0286167,0,11,FALSE
62,2701,33.6896,-19.8295,-2.65177,-2.99468,-1.99618,0.123494,0,11,FALSE
62.5,2701,32.3637,-21.3269,-3.14175,-2.47577,-1.98482,0.24597,0,11,FALSE
63,2701,30.7929,-22.5648,-3.49168,-1.95145,-1.97122,0.338094,0,11,FALSE
63.5,2701,29.047,-23.5405,-3.72476,-1.45813,-1.95914,0.402194,0,11,FALSE
64,2701,27.1846,-24.2696,-3.86823,-1.01823,-1.95058,0.441868,0,11,FALSE
64.5,2701,25.2505,-24.7787,-3.94807,-0.642436,-1.94617,0.460897,0,11,FALSE
65,2701,23.2765,-25.0999,-3.98612,-0.332979,-1.94573,0.462733,0,11,FALSE
65.5,2701,21.2834,-25.2664,-3.99906,-0.0869186,-1.94864,0.45033,0,11,FALSE
66,2701,19.2839,-25.3098,-3.99871,0.101384,-1.95407,0.426165,0,11,FALSE
66.5,2701,17.2846,-25.2591,-3.99288,0.238601,-1.96114,0.392324,0,11,FALSE
67,2701,15.2881,-25.1398,-3.98624,0.331479,-1.96903,0.350596,0,11,FALSE
67.5,2701,13.295,-24.9741,-3.9813,0.386356,-1.97698,0.302565,0,11,FALSE
68,2701,11.3043,-24.7809,-3.97904,0.408981,-1.98435,0.249675,0,11,FALSE
68.5,2701,9.31482,-24.5764,-3.9795,0.404493,-1.99064,0.193267,0,11,FALSE
69,2701,7.32508,-24.3742,-3.98215,0.377471,-1.99547,0.134605,0,11,FALSE
69.5,2701,5.334,-24.1855,-3.9862,0.332014,-1.9986,0.0748756,0,11,FALSE
70,2701,3.3409,-24.0194,-3.99075,0.271807,-1.99994,0.0151796,0,11,FALSE
70.5,2701,1.34553,-23.8835,-3.99499,0.200179,-1.99953,-0.0434889,0,11,FALSE
71,2701,-0.651969,-23.7835,-3.9982,0.120138,-1.99749,-0.100254,0,11,FALSE
71.5,2701,-2.65107,-23.7234,-3.99985,0.0343894,-1.99403,-0.154381,0,11,FALSE
72,2701,-4.65099,-23.7062,-3.99963,-0.0546555,-1.98944,-0.205282,0,11,FALSE
72.5,2701,-6.65081,-23.7335,-3.99738,-0.14488,-1.98399,-0.252519,0,11,FALSE
73,2701,-8.64949,-23.806,-3.99312,-0.234459,-1.97801,-0.295797,0,11,FALSE
73.5,2701,-10.6461,-23.9232,-3.98703,-0.321859,-1.97175,-0.334957,0,11,FALSE
74,2701,-12.6396,-24.0841,-3.97936,-0.40583,-1.96549,-0.369953,0,11,FALSE
74.5,2701,-14.6292,-24.287,-3.97044,-0.485389,-1.95942,-0.40084,0,11,FALSE
75,2701,-16.6145,-24.5297,-3.96063,-0.559806,-1.95372,-0.42775,0,11,FALSE
75.5,2701,-18.5948,-24.8096,-3.9503,-0.628575,-1.94852,-0.450876,0,11,FALSE
76,2701,-20.5699,-25.1239,-3.93979,-0.691394,-1.94388,-0.470456,0,11,FALSE
76.5,2701,-22.5398,-25.4696,-3.92942,-0.748128,-1.93986,-0.486756,0,11,FALSE
77,2701,-24.5045,-25.8437,-3.91943,-0.798792,-1.93648,-0.500058,0,11,FALSE
77.5,2701,-26.4643,-26.2431,-3.91005,-0.843516,-1.93371,-0.510655,0,11,FALSE
78,2701,-28.4193,-26.6648,-3.90143,-0.882523,-1.93153,-0.518834,0,11,FALSE
78.5,2701,-30.37,-27.1061,-3.89368,-0.916107,-1.9299,-0.524881,0,11,FALSE
79,2701,-32.3168,-27.5641,-3.88686,-0.944613,-1.92875,-0.529067,0,11,FALSE
79.5,2701,-34.2603,-28.0365,-3.881,-0.968423,-1.92804,-0.531649,0,11,FALSE
80,2701,-36.2008,-28.5207,-3.87608,-0.987937,-1.92771,-0.532871,0,11,FALSE
80.5,2701,-38.1388,-29.0146,-3.87206,-1.00356,-1.92768,-0.532953,0,11,FALSE
81,2701,-40.0748,-29.5164,-3.86889,-1.01571,-1.92792,-0.532101,0,11,FALSE
81.5,2701,-42.0093,-30.0243,-3.86609,-1.02633,-1.92729,-0.534362,0,11,FALSE
82,2701,-43.9423,-30.5374,-3.85198,-1.07806,-1.89432,-0.641526,0,11,FALSE
82.5,2701,-45.8683,-31.0765,-3.82012,-1.18603,-1.83117,-0.804252,0,11,FALSE
83,2701,-47.7784,-31.6695,-3.75304,-1.38372,-1.69083,-1.06822,0,11,FALSE
83.5,2701,-49.6549,-32.3613,-3.59835,-1.74695,-1.30896,-1.51216,0,11,FALSE
84,2701,-51.4541,-33.2348,-3.21433,-2.38077,-0.206343,-1.98933,0,11,FALSE
84.5,2701,-53.0612,-34.4252,-2.53815,-3.09157,1.21559,-1.58818,0,11,FALSE
85,2701,-54.3303,-35.971,-1.64818,-3.54758,1.77995,-0.91202,0,11,FALSE
85.5,2701,-55.1544,-37.7448,-0.671268,-3.76123,1.95382,-0.427308,0,11,FALSE
86,2701,-55.49,-39.6254,0.321092,-3.88461,1.98472,-0.246755,0,11,FALSE
86.5,2701,-55.3295,-41.5677,1.27763,-3.79047,1.9989,-0.0663679,0,11,FALSE
87,2701,-54.6907,-43.4629,2.0805,-3.41636,1.99722,0.105389,0,11,FALSE
87.5,2701,-53.6504,-45.1711,2.73091,-2.92269,1.98345,0.256778,0,11,FALSE
88,2701,-52.285,-46.6325,3.2211,-2.37161,1.96396,0.377986,0,11,FALSE
88.5,2701,-50.6744,-47.8183,3.56377,-1.81647,1.94434,0.468561,0,11,FALSE
89,2701,-48.8925,-48.7265,3.78416,-1.29619,1.92821,0.531057,0,11,FALSE
89.5,2701,-47.0005,-49.3746,3.91201,-0.834383,1.91728,0.569226,0,11,FALSE
90,2701,-45.0445,-49.7918,3.97553,-0.441755,1.91194,0.58692,0,11,FALSE
90.5,2701,-43.0567,-50.0127,3.9982,-0.11996,1.91174,0.587591,0,11,FALSE
91,2701,-41.0576,-50.0726,3.99773,0.1348,1.91582,0.574153,0,11,FALSE
91.5,2701,-39.0587,-50.0052,3.98645,0.329014,1.92317,0.549015,0,11,FALSE
92,2701,-37.0655,-49.8407,3.97228,0.47007,1.93277,0.514184,0,11,FALSE
92.5,2701,-35.0794,-49.6057,3.95986,0.565258,1.94366,0.471374,0,11,FALSE
93,2701,-33.0994,-49.3231,3.95145,0.621294,1.95495,0.422096,0,11,FALSE
93.5,2701,-31.1237,-49.0124,3.94779,0.644174,1.9659,0.367739,0,11,FALSE
94,2701,-29.1498,-48.6903,3.9486,0.639184,1.97589,0.309606,0,11,FALSE
94.5,2701,-27.1755,-48.3707,3.95306,0.610988,1.98445,0.248946,0,11,FALSE
95,2701,-25.199,-48.0653,3.96008,0.563731,1.99124,0.186951,0,11,FALSE
95.5,2701,-23.2189,-47.7834,3.96848,0.501135,1.99611,0.124749,0,11,FALSE
96,2701,-21.2347,-47.5328,3.97719,0.426562,1.999,0.0633814,0,11,FALSE
96.5,2701,-19.2461,-47.3195,3.98526,0.343063,2,0.00377834,0,11,FALSE
97,2701,-17.2535,-47.148,3.99197,0.253403,1.99929,-0.0532599,0,11,FALSE
97.5,2701,-15.2575,-47.0213,3.9968,0.160065,1.99713,-0.10708,0,11,FALSE
98,2701,-13.2591,-46.9413,3.99947,0.0652533,1.99381,-0.157181,0,11,FALSE
98.5,2701,-11.2594,-46.9086,3.99989,-0.0291164,1.98965,-0.203217,0,11,FALSE
99,2701,-9.25942,-46.9232,3.99816,-0.121415,1.98494,-0.244981,0,11,FALSE
99.5,2701,-7.26034,-46.9839,3.99447,-0.210299,1.97996,-0.282396,0,11,FALSE
100,2701,-5.26311,-47.0891,3.98913,-0.2947,1.97496,-0.315492,0,11,FALSE
100.5,2701,-3.26854,-47.2364,3.9825,-0.37381,1.97013,-0.344389,0,11,FALSE
101,2701,-1.27729,-47.4233,3.97494,-0.447062,1.96561,-0.369276,0,11,FALSE
101.5,2701,0.710176,-47.6468,3.96683,-0.5141,1.96153,-0.390392,0,11,FALSE
102,2701,2.69359,-47.9039,3.95849,-0.574754,1.95794,-0.408011,0,11,FALSE
102.5,2701,4.67283,-48.1913,3.95023,-0.629011,1.95488,-0.422427,0,11,FALSE
103,2701,6.64795,-48.5058,3.94229,-0.676988,1.95236,-0.433947,0,11,FALSE
103.5,2701,8.6191,-48.8443,3.93487,-0.718903,1.95035,-0.442874,0,11,FALSE
104,2701,10.5865,-49.2037,3.92809,-0.755054,1.94883,-0.449511,0,11,FALSE
104.5,2701,12.5506,-49.5812,3.92206,-0.785798,1.94776,-0.454145,0,11,FALSE
105,2701,14.5116,-49.9741,3.91681,-0.811529,1.94708,-0.457052,0,11,FALSE
105.5,2701,16.47,-50.3799,3.91237,-0.832667,1.94674,-0.458489,0,11,FALSE
106,2701,18.4262,-50.7962,3.90872,-0.849643,1.94669,-0.458694,0,11,FALSE
106.5,2701,20.3806,-51.2211,3.90582,-0.862889,1.94688,-0.457886,0,11,FALSE
107,2701,22.3335,-51.6525,3.90361,-0.872828,1.94726,-0.456265,0,11,FALSE
107.5,2701,24.2853,-52.0889,3.90203,-0.879871,1.94779,-0.454006,0,11,FALSE
108,2701,26.2363,-52.5289,3.901,-0.884407,1.94842,-0.451269,0,11,FALSE
108.5,2701,28.1868,-52.9711,3.90046,-0.886803,1.94913,-0.448193,0,11,FALSE
109,2701,30.137,-53.4145,3.90032,-0.887401,1.94989,-0.444896,0,11,FALSE
109.5,2701,32.0872,-53.8582,3.90052,-0.886514,1.95066,-0.441482,0,11,FALSE
110,2701,34.0374,-54.3014,3.901,-0.884427,1.95144,-0.438039,0,11,FALSE
110.5,2701,35.9879,-54.7436,3.90168,-0.881397,1.9522,-0.434636,0,11,FALSE
111,2701,37.9388,-55.1843,3.90253,-0.877652,1.95293,-0.431333,0,11,FALSE
111.5,2701,39.8901,-55.6232,3.90348,-0.873394,1.95363,-0.428174,0,11,FALSE
112,2701,41.8418,-56.0598,3.90369,-0.872485,1.95225,-0.434424,0,11,FALSE
112.5,2701,43.7936,-56.4961,3.89159,-0.92496,1.91807,-0.566591,0,11,FALSE
113,2701,45.7394,-56.9586,3.86041,-1.0475,1.84849,-0.76359,0,11,FALSE
113.5,2701,47.6696,-57.4823,3.79161,-1.27425,1.69096,-1.06801,0,11,FALSE
114,2701,49.5654,-58.1194,3.63542,-1.66845,1.29349,-1.52542,0,11,FALSE
114.5,2701,51.3831,-58.9537,3.28501,-2.28226,0.363088,-1.96677,0,11,FALSE
115,2701,53.0257,-60.0948,2.67641,-2.97268,-0.816762,-1.82562,0,11,FALSE
115.5,2701,54.3639,-61.5811,1.87477,-3.53345,-1.49115,-1.33285,0,11,FALSE
116,2701,55.3012,-63.3479,0.949776,-3.8856,-1.81883,-0.83177,0,11,FALSE
116.5,2701,55.7761,-65.2907,0.00447954,-4,-1.89012,-0.6538,0,11,FALSE
117,2701,55.7784,-67.2907,-0.890175,-3.89969,-1.94316,-0.473404,0,11,FALSE
117.5,2701,55.3333,-69.2405,-1.68215,-3.6291,-1.9765,-0.305725,0,11,FALSE
118,2701,54.4922,-71.0551,-2.34167,-3.24293,-1.99346,-0.161614,0,11,FALSE
118.5,2701,53.3214,-72.6765,-2.8605,-2.79599,-1.99946,-0.0462627,0,11,FALSE
119,2701,51.8911,-74.0745,-3.24746,-2.33538,-1.9996,0.0397817,0,11,FALSE
119.5,2701,50.2674,-75.2422,-3.52203,-1.89613,-1.99756,0.0987378,0,11,FALSE
120,2701,48.5064,-76.1903,-3.70788,-1.50055,-1.99551,0.134009,0,11,FALSE
120.5,2701,46.6524,-76.9406,-3.82806,-1.16015,-1.99443,0.149197,0,11,FALSE
121,2701,44.7384,-77.5206,-3.90233,-0.878541,-1.99454,0.147629,0,11,FALSE
121.5,2701,42.7872,-77.9599,-3.94613,-0.654264,-1.99563,0.132206,0,11,FALSE
122,2701,40.8142,-78.287,-3.97072,-0.483068,-1.99722,0.1054,0,11,FALSE
122.5,2701,38.8288,-78.5286,-3.98382,-0.359419,-1.9988,0.0693302,0,11,FALSE
123,2701,36.8369,-78.7083,-3.99037,-0.277435,-1.99983,0.0258369,0,11,FALSE
123.5,2701,34.8417,-78.847,-3.9933,-0.231385,-1.99986,-0.0234373,0,11,FALSE
124,2701,32.8451,-78.9627,-3.99417,-0.215915,-1.99852,-0.077002,0,11,FALSE
124.5,2701,30.848,-79.0706,-3.9936,-0.226126,-1.99554,-0.133479,0,11,FALSE
125,2701,28.8512,-79.1837,-3.9917,-0.257571,-1.9908,-0.191594,0,11,FALSE
